"","gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id","read_lag","math_lag","q30_read","q30_math","bottom30","star_sel"
"17813","male","cauc",1980 Q1,"kindergarten","regular+aide",405,454,"free","rural","bachelor","level1",3,"cauc","32","66","164305",NA,NA,NA,NA,NA,TRUE
"17814","male","cauc",1980 Q1,"1st","regular+aide",509,505,"free","rural","bachelor","level1",4,"cauc","32","66","164305",405,454,419,459,TRUE,TRUE
"17815","male","cauc",1980 Q1,"2nd","regular+aide",577,552,"free","rural","master","level1",14,"cauc","32","66","164305",509,505,485,507,TRUE,TRUE
"17816","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164305",577,552,557,557,TRUE,TRUE
"17817","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164313",NA,NA,NA,NA,NA,NA
"17818","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164313",NA,NA,419,459,NA,NA
"17819","male","afam",1980 Q3,"2nd","regular",529,543,"free","inner-city","bachelor","notladder",32,"afam","11","31","164313",NA,NA,485,507,NA,TRUE
"17820","male","afam",1980 Q3,"3rd","regular",575,577,"free","inner-city","master","level1",26,"afam","11","31","164313",529,543,557,557,TRUE,TRUE
"17821","male","cauc",1979 Q4,"kindergarten","regular",434,500,"non-free","rural","bachelor","level1",19,"cauc","37","73","164328",NA,NA,NA,NA,NA,TRUE
"17822","male","cauc",1979 Q4,"1st","regular+aide",497,572,"non-free","rural","bachelor","apprentice",1,"cauc","37","73","164328",434,500,419,459,FALSE,TRUE
"17823","male","cauc",1979 Q4,"2nd","regular+aide",555,561,"non-free","rural","master","level1",8,"cauc","37","73","164328",497,572,485,507,FALSE,TRUE
"17824","male","cauc",1979 Q4,"3rd","regular+aide",572,593,"non-free","rural","bachelor","level2",19,"cauc","37","73","164328",555,561,557,557,TRUE,TRUE
"17825","male","cauc",1980 Q3,"kindergarten","regular+aide",467,528,"free","rural","bachelor","level1",14,"cauc","37","73","164347",NA,NA,NA,NA,NA,TRUE
"17826","male","cauc",1980 Q3,"1st","regular+aide",651,572,"free","rural","bachelor","apprentice",1,"cauc","37","73","164347",467,528,419,459,FALSE,TRUE
"17827","male","cauc",1980 Q3,"2nd","regular+aide",659,639,"non-free","rural","master","level1",8,"cauc","37","73","164347",651,572,485,507,FALSE,TRUE
"17828","male","cauc",1980 Q3,"3rd","regular+aide",639,629,"non-free","rural","bachelor","level2",19,"cauc","37","73","164347",659,639,557,557,FALSE,TRUE
"17829","male","afam",NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164370",NA,NA,NA,NA,NA,NA
"17830","male","afam",NA,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164370",NA,NA,419,459,NA,NA
"17831","male","afam",NA,"2nd","regular+aide",NA,NA,"free","inner-city","bachelor","notladder",0,"cauc","11","31","164370",NA,NA,485,507,NA,TRUE
"17832","male","afam",NA,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164370",NA,NA,557,557,NA,NA
"17833","female","cauc",1978 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164376",NA,NA,NA,NA,NA,NA
"17834","female","cauc",1978 Q4,"1st","regular",488,495,"non-free","urban","bachelor","level1",5,"cauc","2","2","164376",NA,NA,419,459,NA,TRUE
"17835","female","cauc",1978 Q4,"2nd","regular",NA,NA,"free","urban","master","level1",8,"cauc","2","2","164376",488,495,485,507,TRUE,TRUE
"17836","female","cauc",1978 Q4,"3rd","regular+aide",569,593,"free","urban","master","level1",19,"cauc","2","2","164376",NA,NA,557,557,NA,TRUE
"17837","female","afam",1980 Q1,"kindergarten","regular+aide",443,478,"free","suburban","bachelor","apprentice",1,"afam","11","20","164399",NA,NA,NA,NA,NA,TRUE
"17838","female","afam",1980 Q1,"1st","small",544,553,"free","suburban","master","probation",32,"afam","11","20","164399",443,478,419,459,FALSE,FALSE
"17839","female","afam",1980 Q1,"2nd","small",517,599,"non-free","suburban","bachelor","level1",7,"afam","11","20","164399",544,553,485,507,FALSE,FALSE
"17840","female","afam",1980 Q1,"3rd","small",577,631,"free","suburban","master","level1",9,"cauc","11","20","164399",517,599,557,557,TRUE,TRUE
"17841","female","afam",1980 Q3,"kindergarten","small",400,429,"free","inner-city","bachelor","apprentice",1,"afam","11","16","16441",NA,NA,NA,NA,NA,NA
"17842","female","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16441",400,429,419,459,TRUE,TRUE
"17843","female","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16441",NA,NA,485,507,NA,NA
"17844","female","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16441",NA,NA,557,557,NA,NA
"17845","female","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164413",NA,NA,NA,NA,NA,NA
"17846","female","cauc",1979 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164413",NA,NA,419,459,NA,NA
"17847","female","cauc",1979 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164413",NA,NA,485,507,NA,NA
"17848","female","cauc",1979 Q2,"3rd","regular+aide",580,597,"free","urban","bachelor","level1",20,"cauc","27","60","164413",NA,NA,557,557,NA,TRUE
"17849","male","cauc",1980 Q2,"kindergarten","regular",448,463,"non-free","suburban","bachelor","level1",15,"cauc","12","36","164429",NA,NA,NA,NA,NA,TRUE
"17850","male","cauc",1980 Q2,"1st","regular+aide",590,515,"non-free","suburban","phd","level1",11,"cauc","12","36","164429",448,463,419,459,FALSE,TRUE
"17851","male","cauc",1980 Q2,"2nd","regular+aide",579,556,"non-free","suburban","bachelor","level1",12,"cauc","12","36","164429",590,515,485,507,FALSE,TRUE
"17852","male","cauc",1980 Q2,"3rd","regular+aide",612,642,"non-free","suburban","bachelor","notladder",29,"cauc","12","36","164429",579,556,557,557,TRUE,TRUE
"17853","female","cauc",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164440",NA,NA,NA,NA,NA,NA
"17854","female","cauc",1979 Q4,"1st","regular+aide",490,523,"non-free","suburban","bachelor","apprentice",1,"cauc","28","61","164440",NA,NA,419,459,NA,TRUE
"17855","female","cauc",1979 Q4,"2nd","regular+aide",552,565,"non-free","suburban","master","notladder",22,"cauc","28","61","164440",490,523,485,507,FALSE,TRUE
"17856","female","cauc",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164440",552,565,557,557,TRUE,TRUE
"17857","female","afam",1980 Q1,"kindergarten","regular+aide",485,536,"free","inner-city","master","level1",10,"afam","11","28","164464",NA,NA,NA,NA,NA,TRUE
"17858","female","afam",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164464",485,536,419,459,FALSE,NA
"17859","female","afam",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164464",NA,NA,485,507,NA,NA
"17860","female","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164464",NA,NA,557,557,NA,NA
"17861","female","cauc",1978 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164474",NA,NA,NA,NA,NA,NA
"17862","female","cauc",1978 Q3,"1st","regular",NA,507,"non-free","rural","bachelor","level1",4,"cauc","36","71","164474",NA,NA,419,459,NA,TRUE
"17863","female","cauc",1978 Q3,"2nd","regular",538,530,NA,"rural","master","level3",22,"cauc","36","71","164474",NA,507,485,507,TRUE,TRUE
"17864","female","cauc",1978 Q3,"3rd","regular",567,573,"free","rural","master","level2",14,"cauc","36","71","164474",538,530,557,557,TRUE,TRUE
"17865","female","cauc",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164486",NA,NA,NA,NA,NA,NA
"17866","female","cauc",1979 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164486",NA,NA,419,459,NA,NA
"17867","female","cauc",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164486",NA,NA,485,507,NA,NA
"17868","female","cauc",1979 Q4,"3rd","regular",602,608,"non-free","rural","bachelor","notladder",23,"cauc","30","63","164486",NA,NA,557,557,NA,TRUE
"17869","female","cauc",1978 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164504",NA,NA,NA,NA,NA,NA
"17870","female","cauc",1978 Q4,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164504",NA,NA,419,459,NA,NA
"17871","female","cauc",1978 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164504",NA,NA,485,507,NA,NA
"17872","female","cauc",1978 Q4,"3rd","small",NA,NA,"free","rural","bachelor","probation",1,"cauc","32","66","164504",NA,NA,557,557,NA,NA
"17873","female","afam",1979 Q4,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164519",NA,NA,NA,NA,NA,NA
"17874","female","afam",1979 Q4,"1st","regular+aide",447,439,"free","suburban","bachelor","level1",19,"cauc","11","21","164519",NA,NA,419,459,NA,TRUE
"17875","female","afam",1979 Q4,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164519",447,439,485,507,TRUE,TRUE
"17876","female","afam",1979 Q4,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164519",NA,NA,557,557,NA,NA
"17877","female","afam",1980 Q1,"kindergarten","regular+aide",405,520,"free","inner-city","bachelor","level1",11,"cauc","11","31","164545",NA,NA,NA,NA,NA,TRUE
"17878","female","afam",1980 Q1,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164545",405,520,419,459,TRUE,TRUE
"17879","female","afam",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164545",NA,NA,485,507,NA,NA
"17880","female","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164545",NA,NA,557,557,NA,NA
"17881","male","cauc",1978 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164553",NA,NA,NA,NA,NA,NA
"17882","male","cauc",1978 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164553",NA,NA,419,459,NA,NA
"17883","male","cauc",1978 Q3,"2nd","small",577,557,"free","rural","bachelor","notladder",14,"cauc","35","69","164553",NA,NA,485,507,NA,NA
"17884","male","cauc",1978 Q3,"3rd","small",582,588,"non-free","rural","bachelor","level1",18,"cauc","35","69","164553",577,557,557,557,TRUE,TRUE
"17885","male","cauc",1980 Q2,"kindergarten","regular",424,449,"non-free","urban","bachelor","level1",5,"cauc","6","9","164574",NA,NA,NA,NA,NA,TRUE
"17886","male","cauc",1980 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164574",424,449,419,459,TRUE,TRUE
"17887","male","cauc",1980 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164574",NA,NA,485,507,NA,NA
"17888","male","cauc",1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164574",NA,NA,557,557,NA,NA
"17889","male","cauc",1980 Q1,"kindergarten","regular",413,468,"free","rural","master","level1",13,"cauc","39","75","164592",NA,NA,NA,NA,NA,TRUE
"17890","male","cauc",1980 Q1,"1st","regular",490,549,"free","rural","bachelor","level1",16,"cauc","39","75","164592",413,468,419,459,TRUE,TRUE
"17891","male","cauc",1980 Q1,"2nd","regular+aide",559,572,"free","rural","bachelor","level1",33,"cauc","39","75","164592",490,549,485,507,FALSE,TRUE
"17892","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164592",559,572,557,557,FALSE,NA
"17893","male","cauc",1978 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164602",NA,NA,NA,NA,NA,NA
"17894","male","cauc",1978 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164602",NA,NA,419,459,NA,NA
"17895","male","cauc",1978 Q3,"2nd","regular",484,488,"non-free","rural","bachelor","apprentice",1,"cauc","32","66","164602",NA,NA,485,507,NA,TRUE
"17896","male","cauc",1978 Q3,"3rd","small",NA,NA,"non-free","rural","bachelor","level1",5,"cauc","32","66","164602",484,488,557,557,TRUE,TRUE
"17897","female","cauc",1980 Q2,"kindergarten","regular",433,500,"non-free","suburban","bachelor",NA,18,"afam","11","25","164621",NA,NA,NA,NA,NA,TRUE
"17898","female","cauc",1980 Q2,"1st","regular",527,538,"non-free","suburban","master","level1",18,"cauc","11","25","164621",433,500,419,459,FALSE,TRUE
"17899","female","cauc",1980 Q2,"2nd","regular",602,572,"non-free","suburban","bachelor","level1",7,"afam","11","25","164621",527,538,485,507,FALSE,TRUE
"17900","female","cauc",1980 Q2,"3rd","regular",654,634,"free","suburban","bachelor","level1",8,"afam","11","25","164621",602,572,557,557,FALSE,TRUE
"17901","female","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164638",NA,NA,NA,NA,NA,NA
"17902","female","cauc",1979 Q2,"1st","regular+aide",NA,545,"free","rural","bachelor","level1",10,"cauc","33","67","164638",NA,NA,419,459,NA,TRUE
"17903","female","cauc",1979 Q2,"2nd","regular+aide",557,563,"free","rural","master","level1",27,"cauc","33","67","164638",NA,545,485,507,NA,TRUE
"17904","female","cauc",1979 Q2,"3rd","regular+aide",599,645,"free","rural","master","level3",19,"cauc","33","67","164638",557,563,557,557,TRUE,TRUE
"17905","female","cauc",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16464",NA,NA,NA,NA,NA,NA
"17906","female","cauc",1980 Q1,"1st","regular+aide",514,493,"non-free","rural","bachelor","level1",31,"cauc","36","71","16464",NA,NA,419,459,NA,TRUE
"17907","female","cauc",1980 Q1,"2nd","regular+aide",573,568,NA,"rural","bachelor","probation",1,"cauc","36","71","16464",514,493,485,507,TRUE,TRUE
"17908","female","cauc",1980 Q1,"3rd","regular+aide",618,593,"free","rural","bachelor","level1",12,"cauc","36","71","16464",573,568,557,557,FALSE,TRUE
"17909","male","cauc",1980 Q1,"kindergarten","regular+aide",436,506,"non-free","rural","master","level1",12,"cauc","6","8","164655",NA,NA,NA,NA,NA,TRUE
"17910","male","cauc",1980 Q1,"1st","regular+aide",494,549,"non-free","rural","bachelor","level1",13,"cauc","6","8","164655",436,506,419,459,FALSE,TRUE
"17911","male","cauc",1980 Q1,"2nd","regular+aide",541,639,"non-free","rural","master","level1",16,"cauc","6","8","164655",494,549,485,507,FALSE,TRUE
"17912","male","cauc",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164655",541,639,557,557,TRUE,TRUE
"17913","male","cauc",1979 Q1,"kindergarten","small",447,500,"free","suburban","bachelor","probation",0,"cauc","18","43","164672",NA,NA,NA,NA,NA,NA
"17914","male","cauc",1979 Q1,"1st","small",512,545,"free","suburban","master","notladder",16,"cauc","18","43","164672",447,500,419,459,FALSE,FALSE
"17915","male","cauc",1979 Q1,"2nd","small",559,579,"free","suburban","bachelor","level1",10,"cauc","18","43","164672",512,545,485,507,FALSE,FALSE
"17916","male","cauc",1979 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164672",559,579,557,557,FALSE,NA
"17917","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164683",NA,NA,NA,NA,NA,NA
"17918","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164683",NA,NA,419,459,NA,NA
"17919","male","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164683",NA,NA,485,507,NA,NA
"17920","male","afam",1980 Q3,"3rd","small",NA,NA,NA,"inner-city","bachelor","level1",7,"cauc","11","33","164683",NA,NA,557,557,NA,NA
"17921","male","afam",1980 Q1,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164703",NA,NA,NA,NA,NA,NA
"17922","male","afam",1980 Q1,"1st","regular",507,545,"free","inner-city","bachelor","level1",27,"cauc","11","27","164703",NA,NA,419,459,NA,TRUE
"17923","male","afam",1980 Q1,"2nd","regular",NA,NA,NA,"inner-city","bachelor","level1",4,"afam","11","27","164703",507,545,485,507,FALSE,TRUE
"17924","male","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164703",NA,NA,557,557,NA,NA
"17925","female","afam",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164714",NA,NA,NA,NA,NA,NA
"17926","female","afam",1979 Q3,"1st","regular+aide",480,507,"free","inner-city","master","level1",4,"cauc","11","16","164714",NA,NA,419,459,NA,TRUE
"17927","female","afam",1979 Q3,"2nd","regular+aide",573,530,"free","inner-city","master","level3",16,"cauc","11","16","164714",480,507,485,507,TRUE,TRUE
"17928","female","afam",1979 Q3,"3rd","regular+aide",622,618,"free","inner-city","master","level1",11,"afam","11","16","164714",573,530,557,557,TRUE,TRUE
"17929","female",NA,1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164732",NA,NA,NA,NA,NA,NA
"17930","female",NA,1980 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164732",NA,NA,419,459,NA,NA
"17931","female",NA,1980 Q2,"2nd","small",NA,NA,"free","rural","bachelor","level1",18,"cauc","41","79","164732",NA,NA,485,507,NA,NA
"17932","female",NA,1980 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164732",NA,NA,557,557,NA,NA
"17933","female","afam",1980 Q1,"kindergarten","regular",445,520,"free","inner-city","bachelor","level1",10,"afam","11","30","164751",NA,NA,NA,NA,NA,TRUE
"17934","female","afam",1980 Q1,"1st","regular+aide",462,497,"free","inner-city","bachelor","notladder",36,"afam","11","33","164751",445,520,419,459,FALSE,TRUE
"17935","female","afam",1980 Q1,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164751",462,497,485,507,TRUE,TRUE
"17936","female","afam",1980 Q1,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164751",NA,NA,557,557,NA,NA
"17937","male","cauc",1980 Q2,"kindergarten","small",450,489,"non-free","suburban","bachelor",NA,0,"cauc","4","4","16476",NA,NA,NA,NA,NA,NA
"17938","male","cauc",1980 Q2,"1st","small",629,601,"non-free","suburban","bachelor","level1",9,"cauc","4","4","16476",450,489,419,459,FALSE,FALSE
"17939","male","cauc",1980 Q2,"2nd","small",622,659,"non-free","suburban","bachelor","level1",15,"cauc","4","4","16476",629,601,485,507,FALSE,FALSE
"17940","male","cauc",1980 Q2,"3rd","small",680,659,"non-free","suburban","bachelor","level1",6,"cauc","4","4","16476",622,659,557,557,FALSE,FALSE
"17941","male","afam",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164765",NA,NA,NA,NA,NA,NA
"17942","male","afam",1979 Q2,"1st","regular+aide",514,535,"non-free","suburban","bachelor","level1",4,"cauc","11","24","164765",NA,NA,419,459,NA,TRUE
"17943","male","afam",1979 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164765",514,535,485,507,FALSE,NA
"17944","male","afam",1979 Q2,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164765",NA,NA,557,557,NA,NA
"17945","female","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164779",NA,NA,NA,NA,NA,NA
"17946","female","cauc",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164779",NA,NA,419,459,NA,NA
"17947","female","cauc",1980 Q3,"2nd","regular",582,546,"non-free","rural","master","level1",19,"cauc","31","64","164779",NA,NA,485,507,NA,TRUE
"17948","female","cauc",1980 Q3,"3rd","regular",602,594,"non-free","rural","bachelor","level1",22,"cauc","31","64","164779",582,546,557,557,TRUE,TRUE
"17949","male","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164793",NA,NA,NA,NA,NA,NA
"17950","male","cauc",1980 Q3,"1st","regular+aide",571,538,"non-free","urban","master","level1",8,"cauc","6","9","164793",NA,NA,419,459,NA,TRUE
"17951","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164793",571,538,485,507,FALSE,NA
"17952","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164793",NA,NA,557,557,NA,NA
"17953","male","afam",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164810",NA,NA,NA,NA,NA,NA
"17954","male","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164810",NA,NA,419,459,NA,NA
"17955","male","afam",1980 Q3,"2nd","regular+aide",566,541,"free","inner-city","bachelor","level1",4,"cauc","11","28","164810",NA,NA,485,507,NA,TRUE
"17956","male","afam",1980 Q3,"3rd","regular+aide",680,672,"free","inner-city","master","level3",12,"cauc","11","28","164810",566,541,557,557,TRUE,TRUE
"17957","male","cauc",1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164830",NA,NA,NA,NA,NA,NA
"17958","male","cauc",1980 Q2,"1st","regular+aide",490,493,"non-free","suburban","phd","level1",11,"cauc","12","36","164830",NA,NA,419,459,NA,TRUE
"17959","male","cauc",1980 Q2,"2nd","regular+aide",536,509,"non-free","suburban","bachelor","level1",12,"cauc","12","36","164830",490,493,485,507,TRUE,TRUE
"17960","male","cauc",1980 Q2,"3rd","regular",NA,NA,"non-free","suburban","master","level2",9,"cauc","12","36","164830",536,509,557,557,TRUE,TRUE
"17961","female","afam",1980 Q3,"kindergarten","regular",410,506,"free","suburban","bachelor","apprentice",1,"cauc","11","23","164841",NA,NA,NA,NA,NA,TRUE
"17962","female","afam",1980 Q3,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164841",410,506,419,459,TRUE,TRUE
"17963","female","afam",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164841",NA,NA,485,507,NA,NA
"17964","female","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164841",NA,NA,557,557,NA,NA
"17965","female","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164862",NA,NA,NA,NA,NA,NA
"17966","female","cauc",1979 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164862",NA,NA,419,459,NA,NA
"17967","female","cauc",1979 Q2,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164862",NA,NA,485,507,NA,NA
"17968","female","cauc",1979 Q2,"3rd","regular+aide",595,588,"free","urban","master","level1",19,"cauc","2","2","164862",NA,NA,557,557,NA,TRUE
"17969","male","cauc",1980 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164875",NA,NA,NA,NA,NA,NA
"17970","male","cauc",1980 Q3,"1st","small",460,472,"free","rural","bachelor","apprentice",2,"cauc","23","55","164875",NA,NA,419,459,NA,NA
"17971","male","cauc",1980 Q3,"2nd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164875",460,472,485,507,TRUE,TRUE
"17972","male","cauc",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164875",NA,NA,557,557,NA,NA
"17973","female","afam",1980 Q3,"kindergarten","regular",447,536,"free","inner-city","bachelor",NA,6,"afam","11","27","164891",NA,NA,NA,NA,NA,TRUE
"17974","female","afam",1980 Q3,"1st","regular+aide",492,532,"free","inner-city","bachelor","apprentice",3,"cauc","11","27","164891",447,536,419,459,FALSE,TRUE
"17975","female","afam",1980 Q3,"2nd","regular",555,596,"free","inner-city","bachelor","level1",4,"afam","11","27","164891",492,532,485,507,FALSE,TRUE
"17976","female","afam",1980 Q3,"3rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164891",555,596,557,557,TRUE,TRUE
"17977","male","cauc",1979 Q3,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16490",NA,NA,NA,NA,NA,NA
"17978","male","cauc",1979 Q3,"1st","regular",509,553,"free","rural","bachelor","notladder",12,"cauc","21","50","16490",NA,NA,419,459,NA,TRUE
"17979","male","cauc",1979 Q3,"2nd","regular",566,557,"free","rural","bachelor","notladder",13,"cauc","21","50","16490",509,553,485,507,FALSE,TRUE
"17980","male","cauc",1979 Q3,"3rd","small",580,603,"free","rural","master","level1",15,"afam","21","50","16490",566,557,557,557,TRUE,TRUE
"17981","male","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164908",NA,NA,NA,NA,NA,NA
"17982","male","cauc",1979 Q2,"1st","regular",469,505,"non-free","suburban","master","level1",8,"cauc","4","4","164908",NA,NA,419,459,NA,TRUE
"17983","male","cauc",1979 Q2,"2nd","regular",584,599,"non-free","suburban","master","level1",22,"cauc","4","4","164908",469,505,485,507,TRUE,TRUE
"17984","male","cauc",1979 Q2,"3rd","regular",614,576,"non-free","suburban","master","level1",15,"cauc","4","4","164908",584,599,557,557,FALSE,TRUE
"17985","male","cauc",1980 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164925",NA,NA,NA,NA,NA,NA
"17986","male","cauc",1980 Q2,"1st","small",501,518,"free","rural","bachelor","level3",19,"cauc","15","39","164925",NA,NA,419,459,NA,NA
"17987","male","cauc",1980 Q2,"2nd","small",586,543,"free","rural","phd","level3",12,"cauc","15","39","164925",501,518,485,507,FALSE,FALSE
"17988","male","cauc",1980 Q2,"3rd","small",565,558,"free","rural","master","level1",3,"cauc","15","39","164925",586,543,557,557,TRUE,TRUE
"17989","female","cauc",1979 Q2,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164942",NA,NA,NA,NA,NA,NA
"17990","female","cauc",1979 Q2,"1st",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164942",NA,NA,419,459,NA,NA
"17991","female","cauc",1979 Q2,"2nd","regular+aide",669,674,"free","rural","master","level1",15,"cauc","40","77","164942",NA,NA,485,507,NA,TRUE
"17992","female","cauc",1979 Q2,"3rd","regular+aide",713,659,"free","rural","master","level2",15,"cauc","40","77","164942",669,674,557,557,FALSE,TRUE
"17993","female","cauc",1980 Q2,"kindergarten","regular",448,576,"free","rural","bachelor","apprentice",2,"cauc","16","40","164958",NA,NA,NA,NA,NA,TRUE
"17994","female","cauc",1980 Q2,"1st","regular",590,562,"free","rural","bachelor","apprentice",1,"cauc","16","40","164958",448,576,419,459,FALSE,TRUE
